Date,NetPnL,TradesOpened
2020-11-25,1048.23,0
2020-11-26,0.00,2
2020-11-27,-219.80,0
2020-12-02,62.61,2
2020-12-03,-213.81,0
2020-12-09,-531.59,1
2020-12-14,0.00,1
2020-12-15,-727.51,1
2020-12-18,0.00,1
2020-12-20,-716.62,0
2020-12-23,-462.62,1
2020-12-29,0.00,1
2020-12-30,-375.16,0
2021-01-08,59.11,2
2021-01-11,-384.95,0
2021-01-14,88.20,1
2021-01-15,0.00,1
2021-01-18,1601.59,2
2021-01-19,-240.24,1
2021-01-20,-360.22,1
2021-01-21,541.01,0
2021-01-22,0.00,2
2021-01-23,-492.97,1
2021-01-25,71.22,0
2021-01-27,-323.48,2
2021-01-28,-580.20,2
2021-01-29,-470.14,2
2021-02-02,1212.72,0
2021-02-05,-157.48,1
2021-02-06,1086.98,0
2021-02-12,1076.20,3
2021-02-15,-367.62,0
2021-02-24,0.00,2
2021-02-25,138.36,0
2021-02-28,1016.39,0
2021-03-02,0.00,2
2021-03-03,995.93,0
2021-03-04,-128.74,2
2021-03-05,943.49,0
2021-03-08,-391.13,1
2021-03-10,1089.68,1
2021-03-11,-190.82,1
2021-03-15,-1666.36,5
2021-03-16,1079.99,0
2021-03-17,352.05,2
2021-03-18,-202.76,1
2021-03-19,-464.56,2
2021-03-23,787.20,1
2021-03-25,0.00,1
2021-03-26,-457.04,1
2021-03-29,957.10,1
2021-04-02,-244.68,1
2021-04-05,0.00,2
2021-04-06,-84.00,2
2021-04-13,0.00,1
2021-04-14,-628.37,1
2021-04-16,48.31,0
2021-04-20,-428.69,1
2021-04-21,0.00,1
2021-04-22,-273.57,1
2021-04-28,640.84,1
2021-04-30,-328.51,1
2021-05-04,0.00,1
2021-05-05,-464.58,0
2021-05-07,-460.96,1
2021-05-12,-524.05,1
2021-05-16,1095.09,1
2021-05-17,0.00,1
2021-05-18,-547.03,1
2021-05-19,0.00,1
2021-05-20,-842.03,3
2021-05-21,431.26,3
2021-05-25,-314.12,0
2021-05-27,54.67,1
2021-05-28,-598.70,2
2021-06-04,0.00,1
2021-06-08,0.00,1
2021-06-09,-831.66,2
2021-06-10,-973.12,1
2021-06-11,1226.61,2
2021-06-14,696.37,2
2021-06-16,-500.11,1
2021-06-21,-284.11,1
2021-06-22,-334.71,1
2021-06-25,-497.82,1
2021-06-29,1044.51,1
2021-07-01,0.00,1
2021-07-04,1068.22,0
2021-07-05,0.00,1
2021-07-06,114.09,0
2021-07-07,112.35,1
2021-07-08,0.00,1
2021-07-12,-37.70,0
2021-07-22,-386.99,1
2021-07-26,0.00,1
2021-07-27,-115.23,1
2021-07-28,-153.06,1
2021-08-02,1076.70,1
2021-08-03,0.00,1
2021-08-04,173.14,2
2021-08-05,0.00,1
2021-08-06,182.13,0
2021-08-11,-131.75,1
2021-08-12,-129.79,1
2021-08-13,-483.65,1
2021-08-17,52.44,1
2021-09-02,802.02,1
2021-09-03,939.65,1
2021-09-09,0.00,1
2021-09-10,-279.95,2
2021-09-14,-1017.49,2
2021-09-15,1562.62,2
2021-09-16,-936.86,2
2021-09-17,-340.48,1
2021-09-23,0.00,1
2021-09-24,159.33,1
2021-09-28,202.08,1
2021-10-04,39.36,1
2021-10-07,890.88,1
2021-10-21,503.01,1
2021-10-22,-197.99,1
2021-10-25,-513.17,2
2021-10-26,-218.36,1
2021-10-27,0.00,1
2021-10-28,732.30,0
2021-10-29,0.00,3
2021-10-31,-528.00,0
2021-11-01,-1095.29,4
2021-11-03,-248.30,1
2021-11-09,-427.25,1
2021-11-12,0.00,1
2021-11-16,1053.16,0
2021-11-17,0.00,1
2021-11-18,-272.02,2
2021-11-19,-461.45,2
2021-11-21,143.64,1
2021-11-22,-158.58,1
2021-12-01,-232.63,2
2021-12-03,1061.91,1
2021-12-06,-593.85,0
2021-12-07,-297.13,1
2021-12-08,-243.89,3
2021-12-10,113.58,2
2021-12-15,-325.79,0
2021-12-16,-261.42,1
2021-12-21,-7.97,3
2021-12-22,-477.24,0
2021-12-26,-538.09,1
2021-12-27,0.00,1
2021-12-28,1173.91,2
2021-12-30,982.49,0
2022-01-06,-313.29,1
2022-01-11,-196.10,1
2022-01-12,0.00,1
2022-01-13,-17.65,0
2022-01-14,0.00,1
2022-01-17,1125.29,2
2022-01-18,139.65,1
2022-01-26,-245.66,1
2022-01-31,-278.63,1
2022-02-01,-486.18,1
2022-02-02,0.00,1
2022-02-03,1109.88,0
2022-02-08,0.00,1
2022-02-09,-178.85,0
2022-02-10,-275.02,2
2022-02-11,1013.66,1
2022-02-14,-185.59,0
2022-02-15,0.00,1
2022-02-16,280.73,1
2022-02-17,104.40,2
2022-02-18,22.41,0
2022-02-23,-986.67,4
2022-02-24,-484.52,1
2022-02-28,-472.41,2
2022-03-02,-324.13,1
2022-03-03,-430.67,1
2022-03-04,1007.94,1
2022-03-07,-97.76,1
2022-03-10,-332.49,1
2022-03-16,982.02,1
2022-03-17,0.00,1
2022-03-21,-238.41,1
2022-03-23,-489.91,1
2022-03-24,-418.36,2
2022-03-28,-343.84,0
2022-04-05,1038.23,1
2022-04-10,1183.02,1
2022-04-13,0.00,1
2022-04-14,591.96,0
2022-04-25,-179.37,1
2022-05-04,1010.01,1
2022-05-16,-593.43,4
2022-05-17,730.61,1
2022-05-19,844.97,1
2022-05-20,39.97,1
2022-05-25,0.00,1
2022-05-26,-156.13,0
2022-05-27,-189.63,1
2022-06-08,0.00,1
2022-06-09,927.36,0
2022-06-15,49.06,1
2022-06-20,261.92,1
2022-06-22,926.47,2
2022-06-23,-291.35,1
2022-06-27,0.00,1
2022-06-28,147.41,0
2022-06-29,37.67,1
2022-06-30,1016.63,1
2022-07-07,52.33,2
2022-07-12,54.16,1
2022-07-13,0.00,1
2022-07-14,1123.71,1
2022-07-18,-443.92,1
2022-07-21,-22.54,1
2022-07-22,-85.19,2
2022-07-27,-310.36,1
2022-07-28,1147.27,1
2022-07-31,0.00,1
2022-08-01,-311.05,0
2022-08-03,0.00,1
2022-08-04,62.22,0
2022-08-10,1185.92,1
2022-08-11,-280.12,1
2022-08-12,0.00,1
2022-08-16,-497.12,0
2022-08-17,-244.78,3
2022-08-18,183.36,0
2022-08-19,1209.92,0
2022-08-23,0.00,2
2022-08-24,766.60,1
2022-08-26,-872.69,3
2022-08-29,983.82,0
2022-09-05,0.00,1
2022-09-06,-643.71,1
2022-09-15,0.00,1
2022-09-16,-270.72,1
2022-09-19,0.00,1
2022-09-20,-225.61,1
2022-09-21,1591.38,1
2022-09-22,1074.97,1
2022-09-26,-115.15,1
2022-10-04,25.44,1
2022-10-05,-204.63,1
2022-10-06,-662.44,3
2022-10-07,-478.94,0
2022-10-13,-164.58,2
2022-10-18,543.03,2
2022-10-19,0.00,1
2022-10-20,-850.97,3
2022-10-21,-311.44,1
2022-10-23,24.12,1
2022-10-24,-813.19,2
2022-10-25,69.38,1
2022-11-03,580.13,0
2022-11-04,-492.25,1
2022-11-07,20.70,2
2022-11-09,1097.73,1
2022-11-11,-341.80,1
2022-11-17,0.00,1
2022-11-18,-670.10,1
2022-11-21,75.70,1
2022-11-28,-472.37,1
2022-12-06,-181.02,1
2022-12-22,-407.68,2
2022-12-23,-544.11,1
2022-12-27,-1035.32,2
2022-12-29,0.00,1
2022-12-30,1039.71,0
2023-01-03,-191.10,1
2023-01-04,0.00,1
2023-01-05,-202.21,1
2023-01-06,1097.79,0
2023-01-09,0.00,1
2023-01-10,29.33,0
2023-01-12,-337.11,1
2023-01-17,0.00,1
2023-01-18,-380.96,1
2023-01-19,-514.07,1
2023-01-23,0.00,1
2023-01-24,-226.12,1
2023-01-25,-126.39,1
2023-01-26,-364.22,2
2023-01-27,-620.09,2
2023-01-30,-70.75,1
2023-02-01,211.36,1
2023-02-02,-390.12,0
2023-02-08,-518.04,1
2023-02-09,-1345.79,4
2023-02-10,55.26,1
2023-02-14,-423.58,1
2023-02-20,-391.89,1
2023-02-21,-114.80,2
2023-02-27,770.18,2
2023-02-28,-519.79,1
2023-03-01,191.97,1
2023-03-10,-360.58,1
2023-03-14,0.00,1
2023-03-15,1121.84,0
2023-03-16,859.27,2
2023-03-17,599.68,0
2023-03-22,-315.20,1
2023-03-23,-195.42,1
2023-03-28,45.54,1
2023-03-29,-293.10,1
2023-04-06,0.00,2
2023-04-07,-161.04,0
2023-04-09,0.00,1
2023-04-10,-902.30,0
2023-04-18,-488.30,1
2023-04-19,0.00,1
2023-04-20,64.94,1
2023-04-21,-152.11,2
2023-04-24,10.49,0
2023-04-25,-388.48,2
2023-04-26,477.99,0
2023-05-03,1407.85,1
2023-05-09,0.00,1
2023-05-10,-313.93,1
2023-05-12,0.00,1
2023-05-15,1762.85,1
2023-05-17,0.00,1
2023-05-19,-35.61,1
2023-05-24,-9.03,0
2023-05-26,-472.09,1
2023-05-30,904.57,1
2023-06-01,64.06,1
2023-06-06,-281.15,1
2023-06-13,-5.68,2
2023-06-14,1094.24,3
2023-06-15,-217.03,1
2023-06-16,1787.86,1
2023-06-20,-175.37,1
2023-06-22,1503.70,1
2023-06-28,-423.90,1
2023-06-30,-442.43,1
2023-07-03,-198.32,1
2023-07-10,-475.22,1
2023-07-17,0.00,1
2023-07-18,12.46,0
2023-07-20,-325.65,1
2023-07-21,701.46,2
2023-07-25,195.37,2
2023-07-26,-3.31,1
2023-08-02,670.87,1
2023-08-08,0.00,1
2023-08-09,-154.68,0
2023-08-10,-368.34,2
2023-08-14,-165.80,1
2023-08-23,0.00,1
2023-08-24,899.99,0
2023-08-29,-510.93,2
2023-09-04,-163.79,2
2023-09-05,1283.30,1
2023-09-06,23.42,1
2023-09-07,150.75,1
2023-09-11,-248.43,1
2023-09-21,-624.54,2
2023-09-25,48.57,1
2023-09-26,-778.64,2
2023-10-01,0.00,1
2023-10-02,-455.67,0
2023-10-06,-456.05,1
2023-10-11,93.89,1
2023-10-17,-613.80,2
2023-10-19,-556.35,2
2023-10-25,32.40,1
2023-10-27,0.00,1
2023-10-28,-490.85,1
2023-10-30,1243.18,1
2023-11-01,-320.66,3
2023-11-02,-477.76,0
2023-11-09,0.00,1
2023-11-10,1057.15,0
2023-11-13,-406.60,1
2023-11-16,-195.12,1
2023-11-20,-521.45,2
2023-11-21,-258.95,0
2023-11-22,-678.10,2
2023-11-24,490.60,1
2023-11-30,-200.89,1
2023-12-08,150.57,2
2023-12-12,-956.17,2
2023-12-13,64.16,1
2023-12-17,0.00,1
2023-12-19,-430.19,1
2023-12-20,-80.46,0
