Date,NetPnL,TradesOpened
2019-12-23,-1403.21,15
2019-12-24,-2921.47,18
2019-12-25,-36.33,3
2019-12-26,-489.67,6
2019-12-27,1042.26,4
2019-12-30,-3431.81,10
2019-12-31,5293.66,13
2020-01-02,-3797.68,12
2020-01-03,734.15,17
2020-01-06,825.01,11
2020-01-07,-2349.48,15
2020-01-08,-3211.46,13
2020-01-09,1934.98,6
2020-01-10,-725.55,15
2020-01-13,-1233.06,12
2020-01-14,-3389.59,18
2020-01-15,46.18,9
2020-01-16,714.60,9
2020-01-17,-2382.30,10
2020-01-20,-3347.09,14
2020-01-21,-791.13,9
2020-01-22,-466.37,7
2020-01-23,-1012.56,13
2020-01-24,-560.00,14
2020-01-27,-256.36,15
2020-01-28,819.66,14
2020-01-29,2154.08,13
2020-01-30,-1126.20,16
2020-01-31,-1671.80,12
2020-02-03,-557.07,15
2020-02-04,-508.70,11
2020-02-05,-1422.65,15
2020-02-06,-280.04,9
2020-02-07,1192.28,15
2020-02-10,-261.29,12
2020-02-11,-3071.67,12
2020-02-12,-11.91,12
2020-02-13,464.74,18
2020-02-14,-1070.99,13
2020-02-17,582.84,10
2020-02-18,-30.87,15
2020-02-19,2080.34,17
2020-02-20,1605.88,13
2020-02-21,-1460.38,18
2020-02-24,114.12,11
2020-02-25,109.53,8
2020-02-26,838.22,10
2020-02-27,2202.54,10
2020-02-28,-2694.57,12
2020-03-02,1211.91,16
2020-03-03,-1773.10,13
2020-03-04,-3974.80,17
2020-03-05,-682.37,8
2020-03-06,766.04,9
2020-03-09,-2923.02,14
2020-03-10,-808.57,13
2020-03-11,-2036.39,14
2020-03-12,-2015.00,11
2020-03-13,-644.77,12
2020-03-16,655.10,14
2020-03-17,3996.38,13
2020-03-18,4242.88,18
2020-03-19,1307.30,9
2020-03-20,-4065.67,20
2020-03-23,-1976.17,9
2020-03-24,1092.83,7
2020-03-25,-2500.49,13
2020-03-26,1992.54,9
2020-03-27,740.18,17
2020-03-30,143.79,8
2020-03-31,2094.70,11
2020-04-01,1455.71,9
2020-04-02,2187.40,6
2020-04-03,3854.36,19
2020-04-06,946.99,17
2020-04-07,3393.43,15
2020-04-09,5984.23,17
2020-04-10,-91.71,4
2020-04-13,-98.18,4
2020-04-14,149.62,10
2020-04-15,10029.52,17
2020-04-16,389.10,3
2020-04-17,-4994.18,17
2020-04-20,-1863.48,16
2020-04-21,438.76,10
2020-04-22,1844.93,12
2020-04-23,-295.83,12
2020-04-24,563.90,7
2020-04-27,-406.40,2
2020-04-28,852.53,12
2020-04-29,-1982.73,14
2020-04-30,-286.27,11
2020-05-01,2145.22,7
2020-05-04,-216.71,6
2020-05-05,-1122.55,10
2020-05-06,574.46,9
2020-05-07,605.10,5
2020-05-08,-1888.77,9
2020-05-11,2076.90,8
2020-05-12,386.13,9
2020-05-13,-3253.56,15
2020-05-14,916.72,3
2020-05-15,-1979.04,10
2020-05-18,2612.81,12
2020-05-19,-106.45,1
2020-05-20,-2797.06,11
2020-05-21,1848.10,12
2020-05-22,-1431.55,19
2020-05-25,-463.99,8
2020-05-26,3472.04,11
2020-05-27,-992.04,13
2020-05-28,-1031.95,9
2020-05-29,-1615.65,10
2020-06-01,-575.77,12
2020-06-02,1515.15,8
2020-06-03,8.57,16
2020-06-04,-1904.10,10
2020-06-05,536.62,12
2020-06-08,896.15,18
2020-06-09,-527.33,16
2020-06-10,-443.70,6
2020-06-11,-1246.90,16
2020-06-12,-1539.67,19
2020-06-15,1047.50,8
2020-06-16,-2427.84,11
2020-06-17,752.38,10
2020-06-18,2483.31,16
2020-06-19,1414.97,3
2020-06-22,-3810.90,16
2020-06-23,2215.79,18
2020-06-24,-429.95,17
2020-06-25,706.96,11
2020-06-26,-549.38,14
2020-06-29,39.02,4
2020-07-01,-3899.84,10
2020-07-02,-1693.81,15
2020-07-03,54.32,5
2020-07-06,226.34,9
2020-07-07,685.96,17
2020-07-08,297.16,12
2020-07-09,-374.97,13
2020-07-10,992.90,9
2020-07-13,-65.28,13
2020-07-14,-616.96,12
2020-07-15,-1062.98,15
2020-07-16,-238.12,7
2020-07-17,-86.02,9
2020-07-20,1571.89,7
2020-07-21,2054.85,2
2020-07-22,-6445.99,20
2020-07-23,1028.21,8
2020-07-24,-887.37,8
2020-07-27,-1195.81,9
2020-07-28,-1577.13,11
2020-07-29,-2267.82,19
2020-07-30,734.24,11
2020-07-31,4053.74,9
2020-08-03,-726.32,5
2020-08-04,-1052.05,11
2020-08-05,1336.44,11
2020-08-06,-1731.66,14
2020-08-07,213.41,12
2020-08-10,-2301.25,10
2020-08-11,1476.59,5
2020-08-12,1253.56,11
2020-08-13,3121.79,9
2020-08-14,1969.23,12
2020-08-17,89.85,7
2020-08-18,3389.46,9
2020-08-19,-204.43,16
2020-08-20,1059.71,12
2020-08-21,72.62,11
2020-08-24,2225.72,14
2020-08-25,1001.58,14
2020-08-26,-2049.12,12
2020-08-27,-2181.47,14
2020-08-28,1199.52,14
2020-08-31,813.38,15
2020-09-01,83.82,11
2020-09-02,-269.25,15
2020-09-03,-3431.21,11
2020-09-04,-6301.83,19
2020-09-06,284.01,1
2020-09-07,452.54,7
2020-09-08,3540.22,5
2020-09-09,930.65,2
2020-09-10,-1443.31,13
2020-09-11,-4642.65,18
2020-09-13,-530.21,2
2020-09-14,2354.35,15
2020-09-15,-3016.85,11
2020-09-16,-7.42,11
2020-09-17,2597.70,14
2020-09-18,1739.51,11
2020-09-19,-599.18,1
2020-09-20,274.21,1
2020-09-21,3069.99,13
2020-09-22,-3811.90,13
2020-09-23,-1208.23,10
2020-09-24,143.25,11
2020-09-25,-3666.44,11
2020-09-28,37.49,11
2020-09-29,-1022.39,9
2020-09-30,-1523.41,8
2020-10-01,-4112.75,20
2020-10-02,188.36,5
2020-10-05,627.48,5
2020-10-06,-329.61,8
2020-10-07,33.34,13
2020-10-08,-1751.88,12
2020-10-09,1826.81,12
2020-10-10,353.31,1
2020-10-12,-2568.67,14
2020-10-13,-5496.70,14
2020-10-14,800.57,11
2020-10-15,635.48,14
2020-10-16,-3573.53,16
2020-10-19,576.90,13
2020-10-20,-930.76,5
2020-10-21,1526.92,13
2020-10-22,-1374.37,11
2020-10-23,-243.66,22
2020-10-24,166.58,1
2020-10-26,-2166.62,14
2020-10-27,-2411.21,17
2020-10-28,1109.18,6
2020-10-29,8044.62,21
2020-10-30,1499.46,6
2020-11-02,-2311.01,13
2020-11-03,2835.75,12
2020-11-04,-5130.38,16
2020-11-05,8422.62,17
2020-11-06,2041.57,16
2020-11-07,-458.67,1
2020-11-08,-464.22,2
2020-11-09,-2506.39,9
2020-11-10,307.33,9
2020-11-11,2533.31,21
2020-11-12,1180.89,9
2020-11-13,-1145.60,15
2020-11-15,21.73,1
2020-11-16,-3464.10,15
2020-11-17,-2452.19,15
2020-11-18,-2071.83,14
2020-11-19,-1683.13,12
2020-11-20,-686.55,16
2020-11-21,-347.96,2
2020-11-22,2358.65,2
2020-11-23,1052.58,17
2020-11-24,-4312.24,13
2020-11-25,-1014.46,14
2020-11-26,1598.31,19
2020-11-27,-1257.79,13
2020-11-28,-137.42,1
2020-11-29,107.13,1
2020-11-30,-2730.13,17
2020-12-01,-734.00,20
2020-12-02,-203.57,22
2020-12-03,162.04,20
2020-12-04,-3504.48,13
2020-12-05,178.91,2
2020-12-06,-619.23,3
2020-12-07,-1694.95,18
2020-12-08,-34.58,9
2020-12-09,-2169.87,13
2020-12-10,691.02,10
2020-12-11,3134.57,17
2020-12-13,588.47,2
2020-12-14,2560.79,23
2020-12-15,-1332.63,12
2020-12-16,-446.97,17
2020-12-17,5408.25,21
2020-12-18,-1148.43,7
2020-12-20,-473.52,4
2020-12-21,3478.07,23
2020-12-22,-3310.55,10
2020-12-23,-1552.53,16
2020-12-24,205.28,12
2020-12-25,240.70,1
2020-12-26,165.01,1
2020-12-27,-129.30,3
2020-12-28,363.53,11
2020-12-29,-1018.83,13
2020-12-30,-1247.51,10
2020-12-31,1459.13,20
2021-01-02,2232.69,2
2021-01-03,-159.15,2
2021-01-04,484.79,18
2021-01-05,-1154.20,14
2021-01-06,-909.91,17
2021-01-07,1421.13,8
2021-01-08,1724.62,24
2021-01-09,335.69,3
2021-01-10,-1020.53,2
2021-01-11,-343.25,9
2021-01-12,1327.91,9
2021-01-13,2400.13,16
2021-01-14,-1449.98,14
2021-01-15,2665.96,14
2021-01-16,137.68,2
2021-01-17,-923.38,4
2021-01-18,1666.74,16
2021-01-19,-316.27,11
2021-01-20,-2588.22,12
2021-01-21,-109.28,19
2021-01-22,-548.08,12
2021-01-23,-562.67,1
2021-01-25,1234.29,4
2021-01-26,-1718.15,19
2021-01-27,1824.11,12
2021-01-28,18.21,15
2021-01-29,2341.40,12
2021-01-30,-40.13,1
2021-01-31,-330.95,1
2021-02-01,1316.20,15
2021-02-02,-209.61,17
2021-02-03,-1210.64,10
2021-02-04,-3795.33,13
2021-02-05,-365.41,15
2021-02-06,-196.57,1
2021-02-07,-806.21,4
2021-02-08,684.19,14
2021-02-09,-71.37,12
2021-02-10,-4919.30,18
2021-02-11,2328.81,13
2021-02-12,-802.90,13
2021-02-13,592.89,2
2021-02-15,3796.09,12
2021-02-16,-222.30,10
2021-02-17,-145.93,20
2021-02-18,2117.55,12
2021-02-19,2257.38,10
2021-02-20,-1848.34,4
2021-02-21,-1139.16,2
2021-02-22,-2561.24,21
2021-02-23,-200.48,14
2021-02-24,705.86,10
2021-02-25,497.45,16
2021-02-26,-2914.73,10
2021-02-27,-335.14,3
2021-03-01,526.06,8
2021-03-02,-3114.82,15
2021-03-03,520.36,19
2021-03-04,-273.96,9
2021-03-05,248.99,13
2021-03-06,-481.09,1
2021-03-07,282.29,3
2021-03-08,2018.25,17
2021-03-09,1406.55,22
2021-03-10,-299.71,21
2021-03-11,-1857.51,21
2021-03-12,737.28,16
2021-03-13,3394.54,3
2021-03-14,138.53,1
2021-03-15,1797.82,14
2021-03-16,-5825.40,22
2021-03-17,550.59,11
2021-03-18,3006.66,21
2021-03-19,-3912.43,17
2021-03-22,-1009.09,8
2021-03-23,671.66,4
2021-03-24,-1574.31,17
2021-03-25,873.41,13
2021-03-26,1400.68,12
2021-03-29,932.68,17
2021-03-30,4468.83,14
2021-03-31,-976.46,19
2021-04-01,1353.20,16
2021-04-02,-1680.67,13
2021-04-03,-37.75,1
2021-04-05,138.57,11
2021-04-06,-734.99,13
2021-04-07,-562.11,7
2021-04-08,874.32,13
2021-04-09,2592.49,8
2021-04-11,123.07,1
2021-04-12,51.78,10
2021-04-13,982.59,14
2021-04-14,-1597.43,10
2021-04-15,-744.04,14
2021-04-16,-80.48,4
2021-04-17,42.91,2
2021-04-18,306.76,1
2021-04-19,-3136.46,24
2021-04-20,-146.88,5
2021-04-21,-2411.63,12
2021-04-22,-619.92,4
2021-04-23,-542.24,14
2021-04-24,526.74,4
2021-04-25,773.63,2
2021-04-26,-583.72,5
2021-04-27,-2170.86,15
2021-04-28,-1245.25,4
2021-04-29,-466.20,11
2021-04-30,3165.88,11
2021-05-01,-492.20,3
2021-05-02,-954.16,4
2021-05-03,-47.67,14
2021-05-04,460.46,18
2021-05-05,-189.69,7
2021-05-06,3003.58,7
2021-05-07,-2948.66,11
2021-05-08,441.47,2
2021-05-10,2633.68,14
2021-05-11,-1994.19,14
2021-05-12,-752.96,6
2021-05-13,-761.89,11
2021-05-14,261.95,12
2021-05-15,-155.32,3
2021-05-17,64.67,5
2021-05-18,358.05,11
2021-05-19,-868.52,17
2021-05-20,-1286.83,15
2021-05-21,-704.30,9
2021-05-22,651.68,2
2021-05-23,1932.47,3
2021-05-24,-192.49,15
2021-05-25,71.40,6
2021-05-26,1468.14,7
2021-05-27,1640.93,12
2021-05-28,-1458.12,7
2021-05-29,380.47,1
2021-05-30,-478.07,2
2021-05-31,2142.49,14
2021-06-01,239.22,14
2021-06-02,-434.74,14
2021-06-03,1321.89,11
2021-06-04,660.42,7
2021-06-05,-503.95,1
2021-06-06,-308.23,1
2021-06-07,1907.22,7
2021-06-08,-682.79,13
2021-06-09,-771.76,8
2021-06-10,-1900.91,14
2021-06-11,461.83,4
2021-06-12,2209.55,2
2021-06-13,88.78,1
2021-06-14,668.78,13
2021-06-15,-672.88,11
2021-06-16,84.33,5
2021-06-17,5618.99,18
2021-06-18,-2257.98,7
2021-06-19,-119.27,1
2021-06-20,1197.15,2
2021-06-21,748.34,6
2021-06-22,-167.46,15
2021-06-23,327.91,14
2021-06-24,402.38,6
2021-06-25,3624.10,11
2021-06-26,-1866.75,4
2021-06-28,-2883.39,15
2021-06-29,3918.12,15
2021-06-30,-2091.13,16
2021-07-01,438.04,10
2021-07-02,-1475.70,18
2021-07-03,350.26,1
2021-07-04,-913.26,4
2021-07-05,-216.01,12
2021-07-06,-757.16,11
2021-07-07,-670.94,9
2021-07-08,2611.04,17
2021-07-09,942.51,7
2021-07-12,-135.92,14
2021-07-13,-2451.42,6
2021-07-14,-2153.18,12
2021-07-15,-1056.59,10
2021-07-16,-1621.34,21
2021-07-17,-605.39,2
2021-07-19,3166.92,17
2021-07-20,-3116.76,11
2021-07-21,-103.47,12
2021-07-22,-689.34,12
2021-07-23,-1842.48,14
2021-07-24,-555.66,1
2021-07-25,-848.30,3
2021-07-26,-620.95,7
2021-07-27,-3265.53,22
2021-07-28,697.90,14
2021-07-29,386.55,14
2021-07-30,-2714.97,19
2021-07-31,73.50,1
2021-08-01,59.65,1
2021-08-02,-29.81,8
2021-08-03,-267.71,14
2021-08-04,-4439.33,17
2021-08-05,-1007.53,20
2021-08-06,-807.05,7
2021-08-09,-137.55,12
2021-08-10,895.14,15
2021-08-11,-3591.09,13
2021-08-12,-2554.54,11
2021-08-13,756.43,9
2021-08-15,410.25,4
2021-08-16,434.51,10
2021-08-17,-1333.72,7
2021-08-18,116.80,14
2021-08-19,206.61,17
2021-08-20,-252.10,10
2021-08-23,-598.29,8
2021-08-24,1022.38,11
2021-08-25,-787.91,9
2021-08-26,-890.43,10
2021-08-27,1003.06,14
2021-08-29,-76.92,4
2021-08-30,-393.01,9
2021-08-31,1478.42,10
2021-09-01,-1173.61,17
2021-09-02,380.96,8
2021-09-03,114.17,7
2021-09-04,33.65,1
2021-09-05,334.28,2
2021-09-06,-1290.08,10
2021-09-07,1758.77,11
2021-09-08,-3672.64,17
2021-09-09,2087.16,17
2021-09-10,729.29,20
2021-09-12,88.27,2
2021-09-13,874.19,7
2021-09-14,1255.75,16
2021-09-15,509.29,9
2021-09-16,1287.65,8
2021-09-17,-72.60,19
2021-09-19,-2184.11,4
2021-09-20,6913.48,16
2021-09-21,-2190.39,16
2021-09-22,747.52,17
2021-09-23,708.91,17
2021-09-24,1119.68,11
2021-09-25,-358.66,2
2021-09-26,-1482.99,2
2021-09-27,-930.78,21
2021-09-28,730.35,4
2021-09-29,1841.68,16
2021-09-30,-919.57,10
2021-10-01,4590.50,6
2021-10-03,-172.22,3
2021-10-04,-250.93,12
2021-10-05,1130.07,12
2021-10-06,-5396.28,20
2021-10-07,-2590.43,7
2021-10-08,-3054.17,16
2021-10-11,-509.54,13
2021-10-12,1295.05,8
2021-10-13,-4128.03,25
2021-10-14,859.86,12
2021-10-15,2611.50,13
2021-10-16,322.74,2
2021-10-17,-855.76,2
2021-10-18,4429.88,15
2021-10-19,1477.23,7
2021-10-20,508.47,13
2021-10-21,-1803.66,8
2021-10-22,-1643.90,17
2021-10-24,694.71,2
2021-10-25,-1677.42,10
2021-10-26,467.32,18
2021-10-27,-174.57,15
2021-10-28,-748.20,10
2021-10-29,559.60,9
2021-10-30,8.07,1
2021-10-31,1550.63,2
2021-11-01,-2068.46,16
2021-11-02,-1180.52,9
2021-11-03,-2860.99,17
2021-11-04,-8.40,13
2021-11-05,-247.78,12
2021-11-06,766.98,2
2021-11-07,-371.71,2
2021-11-08,-10.42,6
2021-11-09,1048.77,9
2021-11-10,-1374.42,12
2021-11-11,266.84,22
2021-11-12,320.91,18
2021-11-13,-280.15,1
2021-11-14,-526.91,3
2021-11-15,468.17,17
2021-11-16,-1544.30,12
2021-11-17,-319.72,10
2021-11-18,376.69,14
2021-11-19,-746.30,12
2021-11-22,-1317.82,14
2021-11-23,-2321.21,19
2021-11-24,825.83,12
2021-11-25,2843.17,13
2021-11-26,58.70,11
2021-11-27,-345.18,2
2021-11-29,-1320.53,6
2021-11-30,-689.41,7
2021-12-01,-1222.49,17
2021-12-02,-2334.39,16
2021-12-03,471.38,14
2021-12-06,702.48,9
2021-12-07,1158.20,7
2021-12-08,488.24,13
2021-12-09,1291.36,11
2021-12-10,-1468.35,11
2021-12-12,205.95,2
2021-12-13,686.05,7
2021-12-14,377.56,14
2021-12-15,-163.10,14
2021-12-16,2128.44,18
2021-12-17,1110.19,16
2021-12-19,101.12,1
2021-12-20,47.02,16
2021-12-21,474.98,8
2021-12-22,451.42,10
2021-12-23,314.96,18
2021-12-24,-320.28,7
2021-12-26,194.29,1
2021-12-27,-1243.48,17
2021-12-28,-1392.52,12
2021-12-29,836.67,12
2021-12-30,-711.90,13
2021-12-31,-3096.08,15
2022-01-02,285.52,1
2022-01-03,-962.39,11
2022-01-04,2610.40,13
2022-01-05,-1673.25,11
2022-01-06,-2557.71,17
2022-01-07,-92.82,14
2022-01-09,148.60,2
2022-01-10,2264.19,13
2022-01-11,-560.58,12
2022-01-12,-2067.50,13
2022-01-13,-314.61,20
2022-01-14,1329.44,13
2022-01-16,-96.24,1
2022-01-17,-1560.65,15
2022-01-18,-1251.02,10
2022-01-19,-3619.20,16
2022-01-20,-489.99,7
2022-01-21,-140.86,9
2022-01-23,387.67,4
2022-01-24,3572.79,10
2022-01-25,435.59,8
2022-01-26,-866.96,15
2022-01-27,1719.22,13
2022-01-28,2135.73,17
2022-01-29,645.35,3
2022-01-30,318.79,1
2022-01-31,-0.71,19
2022-02-01,-291.61,20
2022-02-02,2025.50,9
2022-02-03,-311.50,14
2022-02-04,-600.93,12
2022-02-05,18.37,1
2022-02-06,317.78,2
2022-02-07,768.53,21
2022-02-08,-288.36,15
2022-02-09,969.84,11
2022-02-10,413.16,19
2022-02-11,2681.41,12
2022-02-13,774.15,3
2022-02-14,-587.45,17
2022-02-15,2406.81,18
2022-02-16,-2133.82,23
2022-02-17,-869.14,7
2022-02-18,-2284.73,20
2022-02-19,1162.32,2
2022-02-20,-516.25,2
2022-02-21,3050.72,13
2022-02-22,1253.73,14
2022-02-23,-461.81,19
2022-02-24,1508.00,11
2022-02-25,-693.10,11
2022-02-26,-102.22,2
2022-02-27,4672.55,4
2022-02-28,598.65,18
2022-03-01,-1226.48,17
2022-03-02,-1764.27,13
2022-03-03,898.92,13
2022-03-04,1832.51,11
2022-03-05,624.39,3
2022-03-06,308.09,2
2022-03-07,-874.61,12
2022-03-08,579.53,15
2022-03-09,1556.63,12
2022-03-10,-1896.98,15
2022-03-11,-667.44,13
2022-03-14,-117.59,9
2022-03-15,-1602.08,20
2022-03-16,1534.44,11
2022-03-17,-110.42,15
2022-03-18,226.99,4
2022-03-19,-670.53,2
2022-03-21,795.67,18
2022-03-22,1090.57,7
2022-03-23,2401.96,11
2022-03-24,1007.08,10
2022-03-25,-1949.98,16
2022-03-26,-60.77,1
2022-03-28,-84.57,11
2022-03-29,551.96,11
2022-03-30,-1497.07,11
2022-03-31,844.33,10
2022-04-01,4473.87,11
2022-04-02,532.47,2
2022-04-04,1334.47,13
2022-04-05,1285.75,14
2022-04-06,697.11,11
2022-04-07,-350.25,11
2022-04-08,-1965.77,14
2022-04-11,969.72,11
2022-04-12,-2016.94,9
2022-04-13,1215.96,6
2022-04-14,1315.88,7
2022-04-15,-46.96,6
2022-04-18,-1480.90,14
2022-04-19,-3368.30,16
2022-04-20,607.08,11
2022-04-21,2233.46,18
2022-04-22,982.81,16
2022-04-25,-2463.86,8
2022-04-26,779.42,12
2022-04-27,-715.56,16
2022-04-28,-5001.37,22
2022-04-29,-2536.45,15
2022-05-01,154.63,1
2022-05-02,3652.84,14
2022-05-03,-1832.20,8
2022-05-04,-63.84,17
2022-05-05,-643.30,13
2022-05-06,664.28,10
2022-05-07,195.98,2
2022-05-09,851.68,5
2022-05-10,-21.70,15
2022-05-11,-4589.98,19
2022-05-12,762.72,9
2022-05-13,-2190.36,11
2022-05-16,-1282.82,14
2022-05-17,2177.48,12
2022-05-18,-1839.83,15
2022-05-19,1175.83,8
2022-05-20,-1091.64,13
2022-05-21,138.96,4
2022-05-23,242.50,4
2022-05-24,268.50,18
2022-05-25,149.94,11
2022-05-26,-1056.67,20
2022-05-27,-705.02,12
2022-05-30,1044.44,12
2022-05-31,-507.74,8
2022-06-01,2017.41,9
