Date,NetPnL,TradesOpened
2022-08-26,-154.88,7
2022-08-29,1673.44,2
2022-08-30,139.37,3
2022-08-31,-1106.89,6
2022-09-01,-255.99,0
2022-09-02,-748.11,2
2022-09-03,-496.10,0
2022-09-05,0.00,1
2022-09-06,-1529.49,3
2022-09-07,-558.09,2
2022-09-08,-311.82,4
2022-09-09,-208.99,1
2022-09-11,-410.48,0
2022-09-12,-306.66,1
2022-09-13,-628.91,5
2022-09-14,-303.78,3
2022-09-15,1178.46,4
2022-09-16,-189.67,2
2022-09-19,-1172.88,4
2022-09-20,-1030.35,5
2022-09-21,-734.66,5
2022-09-22,176.82,5
2022-09-23,-904.43,3
2022-09-24,-547.52,1
2022-09-25,180.15,0
2022-09-26,233.37,2
2022-09-28,-1153.81,2
2022-09-29,79.33,5
2022-09-30,-283.22,1
2022-10-02,-90.67,0
2022-10-03,0.00,1
2022-10-04,1356.14,3
2022-10-05,-243.31,5
2022-10-06,-223.66,6
2022-10-07,80.02,2
2022-10-11,0.00,1
2022-10-12,-1920.67,5
2022-10-13,2863.22,6
2022-10-14,-279.09,2
2022-10-16,130.81,1
2022-10-17,787.73,2
2022-10-18,178.66,5
2022-10-19,157.25,2
2022-10-20,-1621.63,7
2022-10-21,247.24,4
2022-10-23,-14.57,1
2022-10-24,-2380.80,11
2022-10-25,619.74,1
2022-10-26,2831.08,1
2022-10-27,1169.32,2
2022-10-28,-816.63,3
2022-10-31,-442.52,2
2022-11-01,-707.47,9
2022-11-02,1128.39,2
2022-11-03,1534.11,3
2022-11-04,-1143.28,2
2022-11-07,-56.67,5
2022-11-08,504.36,4
2022-11-09,2053.98,1
2022-11-10,-2335.72,4
2022-11-11,655.46,2
2022-11-15,-561.99,2
2022-11-16,-484.36,1
2022-11-17,593.37,3
2022-11-18,-1345.00,4
2022-11-21,37.02,2
2022-11-22,-1423.35,6
2022-11-23,-374.09,3
2022-11-24,-509.41,1
2022-11-25,-1448.50,2
2022-11-28,-1764.43,10
2022-11-29,-207.56,4
2022-11-30,-963.00,2
2022-12-01,1915.50,2
2022-12-05,-754.85,3
2022-12-06,-689.47,5
2022-12-07,587.37,3
2022-12-08,-1294.40,6
2022-12-09,629.39,3
2022-12-12,353.18,5
2022-12-13,2240.58,3
2022-12-14,-801.03,3
2022-12-16,168.87,2
2022-12-19,-756.18,3
2022-12-20,1430.12,4
2022-12-21,-491.88,0
2022-12-22,-704.30,3
2022-12-23,-1258.26,6
2022-12-24,174.51,0
2022-12-25,0.00,1
2022-12-26,-796.92,1
2022-12-27,-1112.70,5
2022-12-28,-1339.66,2
2022-12-29,-906.51,4
2022-12-30,1457.63,3
2023-01-01,0.00,1
2023-01-02,-62.86,1
2023-01-03,-1332.68,6
2023-01-04,-181.97,4
2023-01-05,-190.07,5
2023-01-06,700.36,3
2023-01-09,0.00,1
2023-01-10,-9.35,4
2023-01-11,-488.26,3
2023-01-12,-1351.61,4
2023-01-13,25.96,2
2023-01-16,-1459.97,4
2023-01-17,-493.80,4
2023-01-18,465.50,8
2023-01-19,-1764.17,8
2023-01-20,-1072.76,3
2023-01-23,0.00,3
2023-01-24,-1095.45,3
2023-01-25,657.76,6
2023-01-26,-2269.16,9
2023-01-27,-1449.98,4
2023-01-30,-389.14,6
2023-01-31,1333.20,1
2023-02-01,-511.57,5
2023-02-02,-1773.12,6
2023-02-03,-954.53,1
2023-02-05,-10.16,1
2023-02-07,-340.30,2
2023-02-08,-1688.37,8
2023-02-09,-1305.54,11
2023-02-10,-666.47,5
2023-02-13,-297.22,1
2023-02-14,-113.64,3
2023-02-15,0.00,3
2023-02-16,-525.99,4
2023-02-17,1031.46,1
2023-02-19,1034.37,0
2023-02-20,-335.22,4
2023-02-21,427.73,6
2023-02-23,-310.70,3
2023-02-24,12.83,2
2023-02-26,0.00,1
2023-02-27,928.51,3
2023-02-28,2128.88,3
2023-03-01,-41.07,5
2023-03-02,289.03,3
2023-03-03,557.89,3
2023-03-05,39.13,0
2023-03-06,429.36,4
2023-03-07,63.88,1
2023-03-08,716.56,3
2023-03-09,928.06,1
2023-03-10,-249.85,7
2023-03-12,1563.49,1
2023-03-13,2485.56,3
2023-03-14,0.00,1
2023-03-15,1560.80,3
2023-03-16,783.48,3
2023-03-17,977.19,1
2023-03-21,-662.48,2
2023-03-22,-1884.21,6
2023-03-23,-366.88,3
2023-03-24,601.66,3
2023-03-25,0.00,1
2023-03-26,344.88,1
2023-03-27,-819.04,2
2023-03-28,-105.52,8
2023-03-29,188.59,6
2023-03-30,-382.69,3
2023-03-31,198.27,1
2023-04-01,0.00,1
2023-04-02,126.73,0
2023-04-03,-719.66,4
2023-04-04,1740.60,1
2023-04-05,822.80,2
2023-04-06,679.34,4
2023-04-07,-601.56,5
2023-04-08,56.86,1
2023-04-09,-362.07,2
2023-04-10,1832.83,3
2023-04-11,-588.02,1
2023-04-12,-355.54,1
2023-04-13,1610.32,2
2023-04-14,-435.07,1
2023-04-17,515.49,3
2023-04-18,-1446.70,6
2023-04-19,-229.99,2
2023-04-20,26.25,3
2023-04-21,-2333.97,10
2023-04-24,-248.94,2
2023-04-25,199.86,4
2023-04-26,-356.43,3
2023-04-27,880.65,3
2023-04-28,-859.18,3
2023-04-29,0.00,1
2023-04-30,1344.54,0
2023-05-01,0.00,1
2023-05-02,1490.67,3
2023-05-03,2638.88,6
2023-05-04,-201.55,1
2023-05-05,242.18,2
2023-05-07,-507.73,1
2023-05-08,-486.72,3
2023-05-09,191.15,2
2023-05-10,-1354.96,6
2023-05-11,2269.29,2
2023-05-12,0.00,1
2023-05-14,1251.82,1
2023-05-15,1131.92,3
2023-05-16,711.48,4
2023-05-17,1574.42,3
2023-05-18,-823.77,4
2023-05-19,-300.53,3
2023-05-20,-616.44,1
2023-05-22,-537.93,7
2023-05-23,-332.57,1
2023-05-24,-621.30,1
2023-05-25,-892.27,2
2023-05-26,-510.78,2
2023-05-29,-254.79,2
2023-05-30,629.53,3
2023-05-31,-298.91,3
2023-06-01,482.45,4
2023-06-02,88.60,1
2023-06-05,29.23,5
2023-06-06,837.96,3
2023-06-08,-1236.34,8
2023-06-09,-395.62,1
2023-06-12,-513.19,2
2023-06-13,-500.46,8
2023-06-14,528.65,6
2023-06-15,738.38,1
2023-06-16,2515.86,4
2023-06-19,119.20,0
2023-06-20,1619.60,8
2023-06-21,-281.18,1
2023-06-22,869.20,4
2023-06-23,-612.67,3
2023-06-26,-198.16,2
2023-06-27,693.89,2
2023-06-28,-765.93,4
2023-06-29,386.45,0
2023-06-30,605.02,3
2023-07-03,95.89,5
2023-07-04,-31.65,2
2023-07-05,-698.84,5
2023-07-06,-1065.12,6
2023-07-07,-497.94,5
2023-07-08,95.46,0
2023-07-09,0.00,1
2023-07-10,-981.47,3
2023-07-11,-980.35,3
2023-07-12,110.43,0
2023-07-13,-1684.88,3
2023-07-14,-481.99,1
2023-07-17,-276.86,3
2023-07-18,963.34,2
2023-07-19,-165.28,1
2023-07-20,1148.34,4
2023-07-21,-237.66,4
2023-07-23,1056.68,0
2023-07-24,22.99,1
2023-07-25,918.55,6
2023-07-26,185.86,8
2023-07-27,-2170.84,6
2023-07-28,-1121.22,7
2023-07-31,-1480.12,2
2023-08-01,-674.64,3
2023-08-02,-1185.42,6
2023-08-03,-548.43,0
2023-08-04,-48.11,3
2023-08-07,-534.24,5
2023-08-08,-1770.36,8
2023-08-09,-875.03,3
2023-08-10,-1034.72,4
2023-08-11,1345.08,6
2023-08-13,93.10,0
2023-08-14,837.60,2
2023-08-15,-284.37,2
2023-08-17,0.00,1
2023-08-18,-22.67,2
2023-08-20,0.00,1
2023-08-21,-698.96,5
2023-08-22,-529.70,4
2023-08-23,484.38,5
2023-08-24,256.17,2
2023-08-25,-375.17,1
2023-08-28,-496.23,1
2023-08-29,-2942.95,9
2023-08-30,985.21,3
2023-08-31,0.00,3
2023-09-01,-389.43,3
2023-09-04,-193.66,3
2023-09-05,2272.19,4
2023-09-06,-583.15,2
2023-09-07,1108.68,2
2023-09-08,-1067.81,8
2023-09-10,-453.50,0
2023-09-11,-1935.83,3
2023-09-12,-524.79,6
2023-09-13,-1468.93,6
2023-09-14,-614.83,4
2023-09-15,-893.54,4
2023-09-17,13.50,0
2023-09-18,-654.67,2
2023-09-19,988.58,3
2023-09-20,436.30,3
2023-09-21,-136.65,8
2023-09-22,529.69,1
2023-09-25,-390.64,4
2023-09-26,-1175.92,4
2023-09-27,362.04,2
2023-09-28,2058.47,0
2023-10-01,0.00,1
2023-10-02,-494.36,0
2023-10-03,5133.24,1
2023-10-04,154.35,1
2023-10-05,-443.48,3
2023-10-06,63.46,7
2023-10-08,0.00,1
2023-10-09,-426.98,3
2023-10-10,197.77,1
2023-10-11,55.20,3
2023-10-12,-1058.29,2
2023-10-13,194.10,5
2023-10-15,0.00,1
2023-10-17,-2376.05,7
2023-10-18,-877.95,4
2023-10-19,248.74,3
2023-10-20,-239.85,1
2023-10-24,1032.29,2
2023-10-25,952.03,6
2023-10-26,499.52,2
2023-10-27,-983.44,4
2023-10-28,-806.97,2
2023-10-30,3139.78,3
2023-10-31,-138.41,2
2023-11-01,-636.45,5
2023-11-02,-1624.87,5
2023-11-03,31.87,2
2023-11-06,0.00,1
2023-11-07,144.97,6
2023-11-08,107.11,2
2023-11-09,83.81,5
2023-11-10,2868.11,3
2023-11-13,786.17,4
2023-11-14,-1314.73,2
2023-11-16,-1707.11,5
2023-11-17,-323.39,1
2023-11-20,417.89,3
2023-11-21,-137.15,4
2023-11-22,-977.75,4
2023-11-23,-107.30,5
2023-11-24,1752.32,4
2023-11-28,-0.51,0
2023-11-29,0.00,1
2023-11-30,-391.14,3
2023-12-01,449.09,4
2023-12-04,-713.12,3
2023-12-05,-56.22,1
2023-12-07,0.00,1
2023-12-08,522.12,3
2023-12-11,0.00,1
2023-12-12,-721.14,5
2023-12-13,1511.54,6
2023-12-14,-461.47,3
2023-12-15,-139.20,2
2023-12-16,-574.02,0
2023-12-17,0.00,1
2023-12-18,-903.20,6
2023-12-19,-1716.10,4
2023-12-20,267.84,1
2023-12-21,455.48,5
2023-12-22,1208.04,1
2023-12-24,0.00,1
2023-12-25,-598.53,1
2023-12-26,-355.45,1
2023-12-27,-882.06,3
2023-12-28,-1365.24,4
2023-12-29,1943.47,2
